ID,PROJDATE,PROJECT,CATEGORY,COUNTRY,CLIENTID,GROSSSALES,DISCOUNT,NETSALES,COSTOFSALES,GROSSINCOME,OTHERINCOME,TOTALTAXABLEINCOME,OSD40,NETTAXABLEINCOME,ATAXRATE,TAXDUE,CWHTPQ,NETTAXPAYABLE,PROFITAFTERTAX,DIVIDEND,RETAINEDEARNINGS,CSAT
480,2017-04-24,P100480,IT06,CANADA,C2022,158359.75,3653.43,154706.32,14959.54,139746.78,4111.96,143858.74,57543.50,86315.24,0.30,25894.57,3884.19,22010.39,60420.67,12084.13,48336.54,9.76
481,2017-04-25,P100481,IT03,FRANCE,C2005,140614.55,3242.89,137371.66,11598.60,125773.06,3729.54,129502.60,51801.04,77701.56,0.30,23310.47,3496.57,19813.90,54391.09,10878.22,43512.87,8.35
482,2017-04-26,P100482,IT05,CANADA,C2001,148444.72,2919.23,145525.49,25333.29,120192.20,110.18,120302.38,48120.95,72181.43,0.30,21654.43,3248.16,18406.26,50527.00,10105.40,40421.60,9.51
483,2017-04-27,P100483,IT04,CANADA,C2023,154889.31,2461.69,152427.62,27929.54,124498.08,4047.43,128545.51,51418.20,77127.31,0.30,23138.19,3470.73,19667.46,53989.11,10797.82,43191.29,8.03
484,2017-04-28,P100484,IT02,POLAND,C2005,177010.15,3832.95,173177.20,12989.28,160187.92,1094.21,161282.13,64512.85,96769.28,0.30,29030.78,4354.62,24676.17,67738.49,13547.70,54190.80,8.05
485,2017-04-29,P100485,IT07,POLAND,C2010,121899.63,3314.40,118585.23,13479.66,105105.57,3347.38,108452.95,43381.18,65071.77,0.30,19521.53,2928.23,16593.30,45550.24,9110.05,36440.19,8.47
486,2017-04-30,P100486,IT04,POLAND,C2016,131221.76,2243.24,128978.52,29712.03,99266.49,2954.46,102220.95,40888.38,61332.57,0.30,18399.77,2759.97,15639.81,42932.80,8586.56,34346.24,7.76
487,2017-05-01,P100487,IT02,GERMANY,C2012,178047.75,2068.04,175979.71,24763.99,151215.72,1121.46,152337.18,60934.87,91402.31,0.30,27420.69,4113.10,23307.59,63981.62,12796.32,51185.29,7.94
488,2017-05-02,P100488,IT06,GERMANY,C2011,113807.50,2024.14,111783.36,22775.17,89008.19,3708.22,92716.41,37086.56,55629.85,0.30,16688.95,2503.34,14185.61,38940.89,7788.18,31152.71,8.45
489,2017-05-03,P100489,IT07,CANADA,C2015,116163.20,1089.46,115073.74,10687.39,104386.35,3481.79,107868.14,43147.26,64720.88,0.30,19416.27,2912.44,16503.83,45304.62,9060.92,36243.70,8.59
490,2017-05-04,P100490,IT02,FRANCE,C2001,119963.23,4877.50,115085.73,26389.62,88696.11,4240.67,92936.78,37174.71,55762.07,0.30,16728.62,2509.29,14219.33,39033.45,7806.69,31226.76,8.48
491,2017-05-05,P100491,IT02,CANADA,C2007,134746.82,4533.46,130213.36,22029.54,108183.82,3202.24,111386.06,44554.42,66831.64,0.30,20049.49,3007.42,17042.07,46782.15,9356.43,37425.72,9.21
492,2017-05-06,P100492,IT08,CANADA,C2015,160018.55,1696.21,158322.34,18320.08,140002.26,106.51,140108.77,56043.51,84065.26,0.30,25219.58,3782.94,21436.64,58845.68,11769.14,47076.55,8.94
493,2017-05-07,P100493,IT07,SPAIN,C2021,117108.58,3131.11,113977.47,11072.17,102905.30,207.13,103112.43,41244.97,61867.46,0.30,18560.24,2784.04,15776.20,43307.22,8661.44,34645.78,8.02
494,2017-05-08,P100494,IT07,SPAIN,C2016,181147.41,2197.99,178949.42,13247.38,165702.04,1955.88,167657.92,67063.17,100594.75,0.30,30178.43,4526.76,25651.66,70416.33,14083.27,56333.06,9.52
495,2017-05-09,P100495,IT08,SPAIN,C2009,154126.39,4586.88,149539.51,27130.76,122408.75,3043.37,125452.12,50180.85,75271.27,0.30,22581.38,3387.21,19194.17,52689.89,10537.98,42151.91,7.39
496,2017-05-10,P100496,IT08,SPAIN,C2005,103766.99,1671.89,102095.10,17186.89,84908.21,3096.73,88004.94,35201.98,52802.96,0.30,15840.89,2376.13,13464.76,36962.07,7392.41,29569.66,8.17
497,2017-05-11,P100497,IT04,SPAIN,C2022,176197.40,1309.72,174887.68,12611.12,162276.56,4078.74,166355.30,66542.12,99813.18,0.30,29943.95,4491.59,25452.36,69869.23,13973.85,55895.38,9.55
498,2017-05-12,P100498,IT03,SPAIN,C2003,167908.22,1660.42,166247.80,10326.02,155921.78,3096.95,159018.73,63607.49,95411.24,0.30,28623.37,4293.51,24329.87,66787.87,13357.57,53430.29,7.22
499,2017-05-13,P100499,IT05,GERMANY,C2010,174790.18,3180.95,171609.23,26786.50,144822.73,4300.82,149123.55,59649.42,89474.13,0.30,26842.24,4026.34,22815.90,62631.89,12526.38,50105.51,7.95
500,2017-05-14,P100500,IT06,SPAIN,C2015,194375.31,2828.82,191546.49,15698.46,175848.03,1095.43,176943.46,70777.38,106166.08,0.30,31849.82,4777.47,27072.35,74316.25,14863.25,59453.00,8.66
501,2017-05-15,P100501,IT03,SPAIN,C2014,105327.31,2476.22,102851.09,26915.52,75935.57,3629.12,79564.69,31825.88,47738.81,0.30,14321.64,2148.25,12173.40,33417.17,6683.43,26733.74,7.51
502,2017-05-16,P100502,IT06,SPAIN,C2012,98066.21,3140.72,94925.49,24776.22,70149.27,685.16,70834.43,28333.77,42500.66,0.30,12750.20,1912.53,10837.67,29750.46,5950.09,23800.37,7.41
503,2017-05-17,P100503,IT04,SPAIN,C2010,190692.07,2190.78,188501.29,24978.29,163523.00,943.01,164466.01,65786.40,98679.61,0.30,29603.88,4440.58,25163.30,69075.72,13815.14,55260.58,7.64
504,2017-05-18,P100504,IT07,SPAIN,C2014,157959.91,1786.48,156173.43,10621.93,145551.50,112.90,145664.40,58265.76,87398.64,0.30,26219.59,3932.94,22286.65,61179.05,12235.81,48943.24,8.32
505,2017-05-19,P100505,IT05,FRANCE,C2005,170509.83,1575.93,168933.90,17469.17,151464.73,3180.05,154644.78,61857.91,92786.87,0.30,27836.06,4175.41,23660.65,64950.81,12990.16,51960.65,9.90
506,2017-05-20,P100506,IT05,GERMANY,C2023,112595.61,2872.94,109722.67,24150.18,85572.49,4700.47,90272.96,36109.18,54163.78,0.30,16249.13,2437.37,13811.76,37914.64,7582.93,30331.71,9.93
507,2017-05-21,P100507,IT06,POLAND,C2019,136973.34,3470.68,133502.66,20675.59,112827.07,1824.53,114651.60,45860.64,68790.96,0.30,20637.29,3095.59,17541.69,48153.67,9630.73,38522.94,7.47
508,2017-05-22,P100508,IT02,CANADA,C2025,106975.92,2043.59,104932.33,15461.11,89471.22,581.41,90052.63,36021.05,54031.58,0.30,16209.47,2431.42,13778.05,37822.10,7564.42,30257.68,8.63
509,2017-05-23,P100509,IT07,FRANCE,C2020,122711.17,1527.89,121183.28,18957.32,102225.96,717.94,102943.90,41177.56,61766.34,0.30,18529.90,2779.49,15750.42,43236.44,8647.29,34589.15,7.72
510,2017-05-24,P100510,IT02,CANADA,C2004,103514.16,1482.08,102032.08,15992.91,86039.17,1399.90,87439.07,34975.63,52463.44,0.30,15739.03,2360.85,13378.18,36724.41,7344.88,29379.53,7.44
511,2017-05-25,P100511,IT07,CANADA,C2008,113382.79,3914.59,109468.20,23491.48,85976.72,2869.68,88846.40,35538.56,53307.84,0.30,15992.35,2398.85,13593.50,37315.49,7463.10,29852.39,9.95
512,2017-05-26,P100512,IT06,POLAND,C2017,177547.41,4224.53,173322.88,23479.17,149843.71,3343.19,153186.90,61274.76,91912.14,0.30,27573.64,4136.05,23437.60,64338.50,12867.70,51470.80,8.20
513,2017-05-27,P100513,IT04,POLAND,C2003,140268.46,1244.39,139024.07,29930.89,109093.18,4458.68,113551.86,45420.74,68131.12,0.30,20439.33,3065.90,17373.43,47691.78,9538.36,38153.42,7.31
514,2017-05-28,P100514,IT02,POLAND,C2017,176217.39,3565.49,172651.90,21771.15,150880.75,4826.90,155707.65,62283.06,93424.59,0.30,28027.38,4204.11,23823.27,65397.21,13079.44,52317.77,7.47
515,2017-05-29,P100515,IT08,GERMANY,C2004,134081.85,2338.41,131743.44,20981.14,110762.30,3583.43,114345.73,45738.29,68607.44,0.30,20582.23,3087.33,17494.90,48025.21,9605.04,38420.17,7.66
516,2017-05-30,P100516,IT07,GERMANY,C2021,149138.87,2909.04,146229.83,20922.26,125307.57,4877.10,130184.67,52073.87,78110.80,0.30,23433.24,3514.99,19918.25,54677.56,10935.51,43742.05,8.60
517,2017-05-31,P100517,IT06,CANADA,C2024,159737.44,2615.69,157121.75,23526.33,133595.42,3867.50,137462.92,54985.17,82477.75,0.30,24743.33,3711.50,21031.83,57734.43,11546.89,46187.54,9.33
518,2017-06-01,P100518,IT06,FRANCE,C2011,162768.20,4571.95,158196.25,17200.82,140995.43,1901.79,142897.22,57158.89,85738.33,0.30,25721.50,3858.22,21863.27,60016.83,12003.37,48013.47,9.05
519,2017-06-02,P100519,IT05,CANADA,C2011,150281.74,4233.55,146048.19,23527.31,122520.88,4329.16,126850.04,50740.02,76110.02,0.30,22833.01,3424.95,19408.06,53277.02,10655.40,42621.61,9.83
520,2017-06-03,P100520,IT03,CANADA,C2011,136652.98,4760.11,131892.87,21460.21,110432.66,2691.46,113124.12,45249.65,67874.47,0.30,20362.34,3054.35,17307.99,47512.13,9502.43,38009.70,8.14
521,2017-06-04,P100521,IT07,SPAIN,C2003,171118.11,1102.77,170015.34,24277.39,145737.95,1488.59,147226.54,58890.62,88335.92,0.30,26500.78,3975.12,22525.66,61835.15,12367.03,49468.12,7.62
522,2017-06-05,P100522,IT08,SPAIN,C2015,183302.65,1459.14,181843.51,12724.91,169118.60,3819.22,172937.82,69175.13,103762.69,0.30,31128.81,4669.32,26459.49,72633.88,14526.78,58107.11,7.67
523,2017-06-06,P100523,IT04,SPAIN,C2007,131497.64,1740.67,129756.97,13051.51,116705.46,2527.91,119233.37,47693.35,71540.02,0.30,21462.01,3219.30,18242.71,50078.02,10015.60,40062.41,7.05
524,2017-06-07,P100524,IT06,SPAIN,C2017,153844.83,3581.22,150263.61,23032.74,127230.87,3871.27,131102.14,52440.86,78661.28,0.30,23598.39,3539.76,20058.63,55062.90,11012.58,44050.32,7.69
525,2017-06-08,P100525,IT07,SPAIN,C2023,116208.68,1212.07,114996.61,26160.73,88835.88,2783.44,91619.32,36647.73,54971.59,0.30,16491.48,2473.72,14017.76,38480.11,7696.02,30784.09,7.57
526,2017-06-09,P100526,IT01,SPAIN,C2023,172620.72,4331.20,168289.52,19840.86,148448.66,3032.82,151481.48,60592.59,90888.89,0.30,27266.67,4090.00,23176.67,63622.22,12724.44,50897.78,7.38
527,2017-06-10,P100527,IT02,GERMANY,C2010,105676.44,3914.84,101761.60,27497.28,74264.32,421.98,74686.30,29874.52,44811.78,0.30,13443.53,2016.53,11427.00,31368.25,6273.65,25094.60,9.33
528,2017-06-11,P100528,IT07,SPAIN,C2006,112789.41,2708.17,110081.24,10499.31,99581.93,3997.63,103579.56,41431.82,62147.74,0.30,18644.32,2796.65,15847.67,43503.42,8700.68,34802.73,8.02
529,2017-06-12,P100529,IT07,SPAIN,C2021,105888.65,3153.26,102735.39,11665.28,91070.11,4304.54,95374.65,38149.86,57224.79,0.30,17167.44,2575.12,14592.32,40057.35,8011.47,32045.88,7.10
530,2017-06-13,P100530,IT08,SPAIN,C2012,133172.96,2749.84,130423.12,16185.68,114237.44,4496.74,118734.18,47493.67,71240.51,0.30,21372.15,3205.82,18166.33,49868.36,9973.67,39894.68,7.27
531,2017-06-14,P100531,IT03,SPAIN,C2016,167727.78,3560.19,164167.59,15872.68,148294.91,681.79,148976.70,59590.68,89386.02,0.30,26815.81,4022.37,22793.44,62570.21,12514.04,50056.17,7.89
532,2017-06-15,P100532,IT07,SPAIN,C2001,128066.42,2631.79,125434.63,11034.97,114399.66,4646.70,119046.36,47618.54,71427.82,0.30,21428.34,3214.25,18214.09,49999.47,9999.89,39999.58,7.09
533,2017-06-16,P100533,IT08,FRANCE,C2013,173936.24,4087.15,169849.09,18672.09,151177.00,2545.38,153722.38,61488.95,92233.43,0.30,27670.03,4150.50,23519.52,64563.40,12912.68,51650.72,9.57
534,2017-06-17,P100534,IT05,GERMANY,C2003,141381.05,2596.65,138784.40,16709.54,122074.86,3768.32,125843.18,50337.27,75505.91,0.30,22651.77,3397.77,19254.01,52854.14,10570.83,42283.31,9.60
535,2017-06-18,P100535,IT03,POLAND,C2011,105058.68,3360.70,101697.98,18750.21,82947.77,1197.26,84145.03,33658.01,50487.02,0.30,15146.11,2271.92,12874.19,35340.91,7068.18,28272.73,8.93
536,2017-06-19,P100536,IT04,CANADA,C2003,169658.28,1405.53,168252.75,11649.92,156602.83,1869.47,158472.30,63388.92,95083.38,0.30,28525.01,4278.75,24246.26,66558.37,13311.67,53246.69,9.66
537,2017-06-20,P100537,IT06,FRANCE,C2016,93885.68,1828.28,92057.40,26085.38,65972.02,4739.46,70711.48,28284.59,42426.89,0.30,12728.07,1909.21,10818.86,29698.82,5939.76,23759.06,9.65
538,2017-06-21,P100538,IT07,CANADA,C2011,92103.46,3155.84,88947.62,18573.85,70373.77,320.95,70694.72,28277.89,42416.83,0.30,12725.05,1908.76,10816.29,29691.78,5938.36,23753.43,9.24
539,2017-06-22,P100539,IT07,CANADA,C2025,149363.10,1642.23,147720.87,28939.39,118781.48,4782.08,123563.56,49425.42,74138.14,0.30,22241.44,3336.22,18905.22,51896.70,10379.34,41517.36,9.55
540,2017-06-23,P100540,IT04,POLAND,C2022,140959.69,2042.03,138917.66,17797.33,121120.33,3132.97,124253.30,49701.32,74551.98,0.30,22365.59,3354.84,19010.75,52186.39,10437.28,41749.11,8.87
541,2017-06-24,P100541,IT02,POLAND,C2006,162360.26,4949.75,157410.51,12120.65,145289.86,926.44,146216.30,58486.52,87729.78,0.30,26318.93,3947.84,22371.09,61410.85,12282.17,49128.68,7.05
542,2017-06-25,P100542,IT07,POLAND,C2006,142726.35,3775.22,138951.13,11427.74,127523.39,2994.14,130517.53,52207.01,78310.52,0.30,23493.16,3523.97,19969.18,54817.36,10963.47,43853.89,7.49
543,2017-06-26,P100543,IT06,GERMANY,C2021,98473.33,4301.55,94171.78,14994.53,79177.25,551.89,79729.14,31891.66,47837.48,0.30,14351.25,2152.69,12198.56,33486.24,6697.25,26788.99,8.57
544,2017-06-27,P100544,IT05,GERMANY,C2005,173105.22,1946.46,171158.76,12007.10,159151.66,923.67,160075.33,64030.13,96045.20,0.30,28813.56,4322.03,24491.53,67231.64,13446.33,53785.31,8.87
545,2017-06-28,P100545,IT07,CANADA,C2025,147265.08,3510.01,143755.07,15319.82,128435.25,4904.08,133339.33,53335.73,80003.60,0.30,24001.08,3600.16,20400.92,56002.52,11200.50,44802.01,8.88
546,2017-06-29,P100546,IT07,FRANCE,C2020,178030.26,4831.38,173198.88,29734.90,143463.98,2009.39,145473.37,58189.35,87284.02,0.30,26185.21,3927.78,22257.43,61098.82,12219.76,48879.05,8.12
547,2017-06-30,P100547,IT06,CANADA,C2022,130363.37,3516.87,126846.50,21275.18,105571.32,4993.82,110565.14,44226.06,66339.08,0.30,19901.73,2985.26,16916.47,46437.36,9287.47,37149.89,8.23
548,2017-07-01,P100548,IT06,CANADA,C2007,169379.27,1394.70,167984.57,12615.70,155368.87,1216.50,156585.37,62634.15,93951.22,0.30,28185.37,4227.80,23957.56,65765.86,13153.17,52612.68,7.97
549,2017-07-02,P100549,IT05,SPAIN,C2010,149219.73,4093.37,145126.36,10936.57,134189.79,4407.62,138597.41,55438.96,83158.45,0.30,24947.53,3742.13,21205.40,58210.91,11642.18,46568.73,8.47
550,2017-07-03,P100550,IT07,SPAIN,C2004,96004.59,2270.71,93733.88,27313.06,66420.82,1612.22,68033.04,27213.22,40819.82,0.30,12245.95,1836.89,10409.06,28573.88,5714.78,22859.10,8.46
551,2017-07-04,P100551,IT03,SPAIN,C2022,109747.94,1269.90,108478.04,18976.85,89501.19,304.41,89805.60,35922.24,53883.36,0.30,16165.01,2424.75,13740.26,37718.35,7543.67,30174.68,8.72
552,2017-07-05,P100552,IT05,SPAIN,C2006,92679.55,1198.89,91480.66,17269.43,74211.23,584.47,74795.70,29918.28,44877.42,0.30,13463.23,2019.48,11443.74,31414.19,6282.84,25131.36,7.93
553,2017-07-06,P100553,IT03,SPAIN,C2025,170005.28,4504.24,165501.04,21072.24,144428.80,1099.30,145528.10,58211.24,87316.86,0.30,26195.06,3929.26,22265.80,61121.80,12224.36,48897.44,8.88
554,2017-07-07,P100554,IT04,SPAIN,C2010,107515.79,1817.86,105697.93,10489.11,95208.82,4790.94,99999.76,39999.90,59999.86,0.30,17999.96,2699.99,15299.96,41999.90,8399.98,33599.92,8.08
555,2017-07-08,P100555,IT02,GERMANY,C2012,170689.73,1398.29,169291.44,29053.31,140238.13,1073.15,141311.28,56524.51,84786.77,0.30,25436.03,3815.40,21620.63,59350.74,11870.15,47480.59,8.61
556,2017-07-09,P100556,IT04,SPAIN,C2009,141836.40,1646.77,140189.63,28832.76,111356.87,270.94,111627.81,44651.12,66976.69,0.30,20093.01,3013.95,17079.05,46883.68,9376.74,37506.94,7.82
557,2017-07-10,P100557,IT04,SPAIN,C2013,169763.78,2046.45,167717.33,15791.42,151925.91,1034.32,152960.23,61184.09,91776.14,0.30,27532.84,4129.93,23402.92,64243.30,12848.66,51394.64,7.91
558,2017-07-11,P100558,IT02,SPAIN,C2010,175051.84,2951.11,172100.73,21394.94,150705.79,1478.55,152184.34,60873.74,91310.60,0.30,27393.18,4108.98,23284.20,63917.42,12783.48,51133.94,9.59
559,2017-07-12,P100559,IT02,SPAIN,C2019,124056.11,1957.04,122099.07,19042.10,103056.97,2244.90,105301.87,42120.75,63181.12,0.30,18954.34,2843.15,16111.19,44226.79,8845.36,35381.43,7.39
560,2017-07-13,P100560,IT01,SPAIN,C2022,121345.05,4064.47,117280.58,10164.35,107116.23,3688.55,110804.78,44321.91,66482.87,0.30,19944.86,2991.73,16953.13,46538.01,9307.60,37230.41,9.91
561,2017-07-14,P100561,IT05,FRANCE,C2003,149146.14,3769.11,145377.03,27518.91,117858.12,953.44,118811.56,47524.62,71286.94,0.30,21386.08,3207.91,18178.17,49900.86,9980.17,39920.68,7.52
562,2017-07-15,P100562,IT05,GERMANY,C2009,125529.22,2120.32,123408.90,21099.02,102309.88,1837.42,104147.30,41658.92,62488.38,0.30,18746.51,2811.98,15934.54,43741.87,8748.37,34993.49,8.74
563,2017-07-16,P100563,IT05,POLAND,C2011,127184.14,4617.08,122567.06,14608.92,107958.14,816.12,108774.26,43509.70,65264.56,0.30,19579.37,2936.91,16642.46,45685.19,9137.04,36548.15,8.15
564,2017-07-17,P100564,IT05,CANADA,C2015,171494.45,2067.34,169427.11,17754.91,151672.20,2005.13,153677.33,61470.93,92206.40,0.30,27661.92,4149.29,23512.63,64544.48,12908.90,51635.58,9.83
565,2017-07-18,P100565,IT05,FRANCE,C2015,144318.66,2196.89,142121.77,15276.05,126845.72,4279.46,131125.18,52450.07,78675.11,0.30,23602.53,3540.38,20062.15,55072.58,11014.52,44058.06,8.97
566,2017-07-19,P100566,IT05,CANADA,C2005,126868.42,4336.50,122531.92,12350.09,110181.83,3199.76,113381.59,45352.64,68028.95,0.30,20408.69,3061.30,17347.38,47620.27,9524.05,38096.21,8.58
567,2017-07-20,P100567,IT01,CANADA,C2006,179863.80,2332.90,177530.90,24601.43,152929.47,3619.43,156548.90,62619.56,93929.34,0.30,28178.80,4226.82,23951.98,65750.54,13150.11,52600.43,9.44
568,2017-07-21,P100568,IT03,POLAND,C2008,170314.42,1173.60,169140.82,27491.61,141649.21,1942.57,143591.78,57436.71,86155.07,0.30,25846.52,3876.98,21969.54,60308.55,12061.71,48246.84,8.03
569,2017-07-22,P100569,IT01,POLAND,C2025,145697.90,2226.59,143471.31,23342.40,120128.91,2905.65,123034.56,49213.82,73820.74,0.30,22146.22,3321.93,18824.29,51674.52,10334.90,41339.61,8.94
570,2017-07-23,P100570,IT05,POLAND,C2017,114336.47,1301.96,113034.51,19483.71,93550.80,4748.50,98299.30,39319.72,58979.58,0.30,17693.87,2654.08,15039.79,41285.71,8257.14,33028.56,7.60
571,2017-07-24,P100571,IT05,GERMANY,C2018,101492.42,2558.34,98934.08,26823.59,72110.49,4352.42,76462.91,30585.16,45877.75,0.30,13763.32,2064.50,11698.83,32114.42,6422.88,25691.54,9.34
572,2017-07-25,P100572,IT05,GERMANY,C2001,107248.65,4018.91,103229.74,29991.22,73238.52,2425.76,75664.28,30265.71,45398.57,0.30,13619.57,2042.94,11576.63,31779.00,6355.80,25423.20,9.05
573,2017-07-26,P100573,IT05,CANADA,C2008,106515.99,4814.37,101701.62,27295.94,74405.68,3947.57,78353.25,31341.30,47011.95,0.30,14103.59,2115.54,11988.05,32908.37,6581.67,26326.69,8.94
574,2017-07-27,P100574,IT05,FRANCE,C2001,106949.33,1798.02,105151.31,28447.97,76703.34,1398.45,78101.79,31240.72,46861.07,0.30,14058.32,2108.75,11949.57,32802.75,6560.55,26242.20,8.05
575,2017-07-28,P100575,IT05,CANADA,C2002,135193.83,3576.22,131617.61,18329.79,113287.82,1700.72,114988.54,45995.42,68993.12,0.30,20697.94,3104.69,17593.25,48295.19,9659.04,38636.15,8.82
576,2017-07-29,P100576,IT05,CANADA,C2014,146651.10,2686.40,143964.70,21158.85,122805.85,4500.36,127306.21,50922.48,76383.73,0.30,22915.12,3437.27,19477.85,53468.61,10693.72,42774.89,8.54
577,2017-07-30,P100577,IT05,SPAIN,C2025,127044.51,1980.24,125064.27,22000.04,103064.23,4349.04,107413.27,42965.31,64447.96,0.30,19334.39,2900.16,16434.23,45113.57,9022.71,36090.86,7.31
578,2017-07-31,P100578,IT05,SPAIN,C2013,165441.08,1325.94,164115.14,14160.35,149954.79,1273.42,151228.21,60491.28,90736.93,0.30,27221.08,4083.16,23137.92,63515.85,12703.17,50812.68,9.93
579,2017-08-01,P100579,IT05,SPAIN,C2006,187645.73,3528.79,184116.94,11362.82,172754.12,2407.77,175161.89,70064.76,105097.13,0.30,31529.14,4729.37,26799.77,73567.99,14713.60,58854.40,8.37
580,2017-08-02,P100580,IT05,SPAIN,C2025,165196.68,2626.34,162570.34,27261.67,135308.67,35.71,135344.38,54137.75,81206.63,0.30,24361.99,3654.30,20707.69,56844.64,11368.93,45475.71,8.71
581,2017-08-03,P100581,IT05,SPAIN,C2025,191992.98,3986.47,188006.51,25344.56,162661.95,1610.48,164272.43,65708.97,98563.46,0.30,29569.04,4435.36,25133.68,68994.42,13798.88,55195.54,7.21
582,2017-08-04,P100582,IT05,SPAIN,C2010,181460.96,2281.27,179179.69,22573.73,156605.96,1984.36,158590.32,63436.13,95154.19,0.30,28546.26,4281.94,24264.32,66607.93,13321.59,53286.35,8.02
583,2017-08-05,P100583,IT05,GERMANY,C2016,184621.71,3849.43,180772.28,17260.65,163511.63,1323.34,164834.97,65933.99,98900.98,0.30,29670.29,4450.54,25219.75,69230.69,13846.14,55384.55,8.91
584,2017-08-06,P100584,IT05,SPAIN,C2012,136618.83,3220.77,133398.06,26861.59,106536.47,4017.32,110553.79,44221.52,66332.27,0.30,19899.68,2984.95,16914.73,46432.59,9286.52,37146.07,9.52
585,2017-08-07,P100585,IT07,SPAIN,C2018,182723.10,2540.27,180182.83,13623.36,166559.47,3549.51,170108.98,68043.59,102065.39,0.30,30619.62,4592.94,26026.67,71445.77,14289.15,57156.62,7.41
586,2017-08-08,P100586,IT01,SPAIN,C2024,94491.33,4203.58,90287.75,11076.94,79210.81,602.89,79813.70,31925.48,47888.22,0.30,14366.47,2154.97,12211.50,33521.75,6704.35,26817.40,8.90
587,2017-08-09,P100587,IT08,SPAIN,C2024,101417.91,4828.68,96589.23,10252.16,86337.07,866.03,87203.10,34881.24,52321.86,0.30,15696.56,2354.48,13342.07,36625.30,7325.06,29300.24,8.22
588,2017-08-10,P100588,IT07,SPAIN,C2001,192974.83,4885.64,188089.19,19414.20,168674.99,1874.66,170549.65,68219.86,102329.79,0.30,30698.94,4604.84,26094.10,71630.85,14326.17,57304.68,7.25
589,2017-08-11,P100589,IT02,FRANCE,C2020,99325.03,2272.85,97052.18,21423.95,75628.23,1429.75,77057.98,30823.19,46234.79,0.30,13870.44,2080.57,11789.87,32364.35,6472.87,25891.48,7.05
590,2017-08-12,P100590,IT06,GERMANY,C2022,189872.11,1275.55,188596.56,23313.40,165283.16,3890.02,169173.18,67669.27,101503.91,0.30,30451.17,4567.68,25883.50,71052.74,14210.55,56842.19,7.10
591,2017-08-13,P100591,IT08,POLAND,C2001,125482.15,3818.95,121663.20,27988.17,93675.03,2438.78,96113.81,38445.52,57668.29,0.30,17300.49,2595.07,14705.41,40367.80,8073.56,32294.24,8.50
592,2017-08-14,P100592,IT01,CANADA,C2008,121486.35,1908.19,119578.16,19633.58,99944.58,2168.28,102112.86,40845.14,61267.72,0.30,18380.31,2757.05,15623.27,42887.40,8577.48,34309.92,9.52
593,2017-08-15,P100593,IT03,FRANCE,C2001,148703.41,4314.17,144389.24,28005.48,116383.76,4928.64,121312.40,48524.96,72787.44,0.30,21836.23,3275.43,18560.80,50951.21,10190.24,40760.97,8.04
594,2017-08-16,P100594,IT08,CANADA,C2022,133040.33,2323.38,130716.95,19894.66,110822.29,247.65,111069.94,44427.98,66641.96,0.30,19992.59,2998.89,16993.70,46649.37,9329.87,37319.50,8.65
595,2017-08-17,P100595,IT05,CANADA,C2010,104672.03,4311.95,100360.08,23337.58,77022.50,101.55,77124.05,30849.62,46274.43,0.30,13882.33,2082.35,11799.98,32392.10,6478.42,25913.68,7.11
596,2017-08-18,P100596,IT05,POLAND,C2013,178748.73,2749.67,175999.06,17078.67,158920.39,3900.80,162821.19,65128.48,97692.71,0.30,29307.81,4396.17,24911.64,68384.90,13676.98,54707.92,8.14
597,2017-08-19,P100597,IT06,POLAND,C2012,103028.22,4251.54,98776.68,15644.68,83132.00,4382.65,87514.65,35005.86,52508.79,0.30,15752.64,2362.90,13389.74,36756.15,7351.23,29404.92,9.57
598,2017-08-20,P100598,IT07,POLAND,C2004,105799.21,2203.68,103595.53,23081.54,80513.99,2902.31,83416.30,33366.52,50049.78,0.30,15014.93,2252.24,12762.69,35034.85,7006.97,28027.88,7.36
599,2017-08-21,P100599,IT02,GERMANY,C2022,92580.05,1930.92,90649.13,27552.96,63096.17,1611.57,64707.74,25883.10,38824.64,0.30,11647.39,1747.11,9900.28,27177.25,5435.45,21741.80,9.12
600,2017-08-22,P100600,IT07,GERMANY,C2007,194708.61,2923.53,191785.08,11095.21,180689.87,4616.45,185306.32,74122.53,111183.79,0.30,33355.14,5003.27,28351.87,77828.65,15565.73,62262.92,8.03
601,2017-08-23,P100601,IT07,CANADA,C2007,175815.70,1774.10,174041.60,12064.29,161977.31,2528.80,164506.11,65802.44,98703.67,0.30,29611.10,4441.66,25169.43,69092.57,13818.51,55274.05,7.17
602,2017-08-24,P100602,IT08,FRANCE,C2018,159703.12,3126.83,156576.29,13050.66,143525.63,4133.13,147658.76,59063.50,88595.26,0.30,26578.58,3986.79,22591.79,62016.68,12403.34,49613.34,7.49
603,2017-08-25,P100603,IT03,CANADA,C2020,114137.22,1858.27,112278.95,22695.44,89583.51,1866.17,91449.68,36579.87,54869.81,0.30,16460.94,2469.14,13991.80,38408.87,7681.77,30727.09,9.11
604,2017-08-26,P100604,IT04,CANADA,C2008,163442.81,4943.53,158499.28,22955.75,135543.53,4366.45,139909.98,55963.99,83945.99,0.30,25183.80,3777.57,21406.23,58762.19,11752.44,47009.75,7.54
605,2017-08-27,P100605,IT08,SPAIN,C2022,146751.17,1947.65,144803.52,13042.64,131760.88,560.19,132321.07,52928.43,79392.64,0.30,23817.79,3572.67,20245.12,55574.85,11114.97,44459.88,7.90
